PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35604112","Circadian rhythm of lipid metabolism","Sinturel F, Spaleniak W, Dibner C.","Biochem Soc Trans. 2022 Jun 30;50(3):1191-1204. doi: 10.1042/BST20210508.","Sinturel F","Biochem Soc Trans","2022","2022/05/23","","","10.1042/BST20210508"
"35224132","Temperature measurements of liquid flat jets in vacuum","Chang YP, Yin Z, Balciunas T, Wörner HJ, Wolf JP.","Struct Dyn. 2022 Feb 16;9(1):014901. doi: 10.1063/4.0000139. eCollection 2022 Jan.","Chang YP","Struct Dyn","2022","2022/02/28","PMC8853733","","10.1063/4.0000139"
"33755360","[Impacts of COVID-19 pandemic on the control of other diseases in Africa : After the waves, the tsunami]","Ray N.","Rev Med Suisse. 2021 Mar 17;17(730):521-523.","Ray N","Rev Med Suisse","2021","2021/03/23","","",""
"33760418","[The role of stress in obesity]","Correia JC, Locatelli L, Hafner C, Pataky Z, Golay A.","Rev Med Suisse. 2021 Mar 24;17(731):567-570.","Correia JC","Rev Med Suisse","2021","2021/03/24","","",""
"36470744","Thoracic anaesthetic research: 90 years of sustained progress","Shelley B, Licker M, Slinger P.","Br J Anaesth. 2023 Jan;130(1):e30-e33. doi: 10.1016/j.bja.2022.10.034. Epub 2022 Dec 2.","Shelley B","Br J Anaesth","2023","2022/12/05","","","10.1016/j.bja.2022.10.034"
"35987832","Deficient Novelty Detection and Encoding in Early Alzheimer's Disease: An ERP Study","Tautvydaitė D, Adam-Darqué A, Andryszak P, Poitrine L, Ptak R, Frisoni GB, Schnider A.","Brain Topogr. 2022 Nov;35(5-6):667-679. doi: 10.1007/s10548-022-00908-x. Epub 2022 Aug 20.","Tautvydaitė D","Brain Topogr","2022","2022/08/20","PMC9684237","","10.1007/s10548-022-00908-x"
"35953506","Discovery of anti-Formin-like 1 protein (FMNL1) antibodies in membranous nephropathy and other glomerular diseases","Bruschi M, Cavalli A, Moll S, Candiano G, Scapozza L, Patel JJ, Tan JC, Lo KC, Angeletti A, Ghiggeri GM, Prunotto M.","Sci Rep. 2022 Aug 11;12(1):13659. doi: 10.1038/s41598-022-17696-w.","Bruschi M","Sci Rep","2022","2022/08/11","PMC9372176","","10.1038/s41598-022-17696-w"
"35488271","CD4(+)c-Met(+)Itgα4(+) T cell subset promotes murine neuroinflammation","Benkhoucha M, Tran NL, Breville G, Senoner I, Bradfield PF, Papayannopoulou T, Merkler D, Korn T, Lalive PH.","J Neuroinflammation. 2022 Apr 29;19(1):103. doi: 10.1186/s12974-022-02461-7.","Benkhoucha M","J Neuroinflammation","2022","2022/04/29","PMC9052663","","10.1186/s12974-022-02461-7"
"34971766","Robotically-induced hallucination triggers subtle changes in brain network transitions","Dhanis H, Blondiaux E, Bolton T, Faivre N, Rognini G, Van De Ville D, Blanke O.","Neuroimage. 2022 Mar;248:118862. doi: 10.1016/j.neuroimage.2021.118862. Epub 2021 Dec 28.","Dhanis H","Neuroimage","2022","2021/12/31","","","10.1016/j.neuroimage.2021.118862"
"34462878","Impact of Inflammation on Cytochromes P450 Activity in Pediatrics: A Systematic Review","Lenoir C, Rodieux F, Desmeules JA, Rollason V, Samer CF.","Clin Pharmacokinet. 2021 Dec;60(12):1537-1555. doi: 10.1007/s40262-021-01064-4. Epub 2021 Aug 31.","Lenoir C","Clin Pharmacokinet","2021","2021/08/31","PMC8613112","","10.1007/s40262-021-01064-4"
"35048585","[HIV and COVID-19: two viral pandemics in interaction]","Nawej Tshikung O, Calmy A.","Rev Med Suisse. 2022 Jan 19;18(764-5):74-80. doi: 10.53738/REVMED.2022.18.764-65.74.","Nawej Tshikung O","Rev Med Suisse","2022","2022/01/20","","","10.53738/REVMED.2022.18.764-65.74"
"34585860","[Harassment: Definition and basic concepts]","Nunez Gomez SJ, Younos Nooristani M, Grira M.","Rev Med Suisse. 2021 Sep 29;17(752):1638-1641.","Nunez Gomez SJ","Rev Med Suisse","2021","2021/09/29","","",""
"34888435","Prediction of sustained biologic and targeted synthetic DMARD-free remission in rheumatoid arthritis patients","Burkard T, Williams RD, Vallejo-Yagüe E, Hügle T, Finckh A, Kyburz D, Burden AM.","Rheumatol Adv Pract. 2021 Nov 13;5(3):rkab087. doi: 10.1093/rap/rkab087. eCollection 2021.","Burkard T","Rheumatol Adv Pract","2021","2021/12/10","PMC8651222","","10.1093/rap/rkab087"
"36183379","Respect or resect in Barlow disease","Dreyfus GD, Dulguerov F.","J Card Surg. 2022 Dec;37(12):4047-4052. doi: 10.1111/jocs.16993. Epub 2022 Oct 2.","Dreyfus GD","J Card Surg","2022","2022/10/02","","","10.1111/jocs.16993"
"33803230","Glomerular Macrophages in Human Auto- and Allo-Immune Nephritis","Moll S, Angeletti A, Scapozza L, Cavalli A, Ghiggeri GM, Prunotto M.","Cells. 2021 Mar 9;10(3):603. doi: 10.3390/cells10030603.","Moll S","Cells","2021","2021/04/03","PMC7998925","","10.3390/cells10030603"
"35121117","Complications with left bundle branch area pacing","Burri H.","Heart Rhythm. 2022 May;19(5):735-736. doi: 10.1016/j.hrthm.2022.01.032. Epub 2022 Feb 1.","Burri H","Heart Rhythm","2022","2022/02/05","","","10.1016/j.hrthm.2022.01.032"
"35250707","The Effects of Cognitive-Affective Switching With Unpredictable Cues in Adults and Adolescents and Their Relation to ""Cool"" Executive Functioning and Emotion Regulation","Samson JL, Rochat L, Chanal J, Badoud D, Perroud N, Debbané M.","Front Psychol. 2022 Feb 17;13:757213. doi: 10.3389/fpsyg.2022.757213. eCollection 2022.","Samson JL","Front Psychol","2022","2022/03/07","PMC8891378","","10.3389/fpsyg.2022.757213"
"35230243","Usability Testing and Technology Acceptance of an mHealth App at the Point of Care During Simulated Pediatric In- and Out-of-Hospital Cardiopulmonary Resuscitations: Study Nested Within 2 Multicenter Randomized Controlled Trials","Siebert JN, Gosetto L, Sauvage M, Bloudeau L, Suppan L, Rodieux F, Haddad K, Hugon F, Gervaix A, Lovis C, Combescure C, Manzano S, Ehrler F; PedAMINES Trial Group; PedAMINES Prehospital Group.","JMIR Hum Factors. 2022 Mar 1;9(1):e35399. doi: 10.2196/35399.","Siebert JN","JMIR Hum Factors","2022","2022/03/01","PMC8924787","","10.2196/35399"
"34970480","Biomarkers to Evaluate Androgen Deprivation Therapy for Prostate Cancer and Risk of Alzheimer's Disease and Neurodegeneration: Old Drugs, New Concerns","Achard V, Ceyzériat K, Tournier BB, Frisoni GB, Garibotto V, Zilli T.","Front Oncol. 2021 Dec 15;11:734881. doi: 10.3389/fonc.2021.734881. eCollection 2021.","Achard V","Front Oncol","2021","2021/12/31","PMC8712866","","10.3389/fonc.2021.734881"
"36270442","Epidemiology of high-energy blunt pelvic ring injuries: A three-year retrospective case series in a level-I trauma center","Ansorge A, de Foy M, Gayet-Ageron A, Andereggen E, Gamulin A.","Orthop Traumatol Surg Res. 2023 Apr;109(2):103446. doi: 10.1016/j.otsr.2022.103446. Epub 2022 Oct 18.","Ansorge A","Orthop Traumatol Surg Res","2023","2022/10/21","","","10.1016/j.otsr.2022.103446"
"33238246","Liver-ultrasound-guided lung tumour tracking for scanned proton therapy: a feasibility study","Krieger M, Giger A, Jud C, Duetschler A, Salomir R, Bieri O, Bauman G, Nguyen D, Cattin PC, Weber DC, Lomax AJ, Zhang Y.","Phys Med Biol. 2021 Jan 26;66(3):035011. doi: 10.1088/1361-6560/abcde6.","Krieger M","Phys Med Biol","2021","2020/11/25","","","10.1088/1361-6560/abcde6"
"36054204","Decrease of heart rate variability during exercise: An index of cardiorespiratory fitness","Mongin D, Chabert C, Extremera MG, Hue O, Courvoisier DS, Carpena P, Galvan PAB.","PLoS One. 2022 Sep 2;17(9):e0273981. doi: 10.1371/journal.pone.0273981. eCollection 2022.","Mongin D","PLoS One","2022","2022/09/02","PMC9439241","","10.1371/journal.pone.0273981"
"34823049","Electroencephalographic Microstates as Novel Functional Biomarkers for Adult Attention-Deficit/Hyperactivity Disorder","Férat V, Arns M, Deiber MP, Hasler R, Perroud N, Michel CM, Ros T.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Aug;7(8):814-823. doi: 10.1016/j.bpsc.2021.11.006. Epub 2021 Nov 22.","Férat V","Biol Psychiatry Cogn Neurosci Neuroimaging","2022","2021/11/25","","","10.1016/j.bpsc.2021.11.006"
"34026244","Impact of COVID-19 and intensive care unit capacity on vaccination support: Evidence from a two-leg representative survey in the United Kingdom","Blanchard-Rohner G, Caprettini B, Rohner D, Voth HJ.","J Virus Erad. 2021 Jun;7(2):100044. doi: 10.1016/j.jve.2021.100044. Epub 2021 May 17.","Blanchard-Rohner G","J Virus Erad","2021","2021/05/24","PMC8127519","","10.1016/j.jve.2021.100044"
"34842708","How Do Geriatric Scores Predict 1-Year Mortality in Elderly Patients with Suspected Pneumonia?","Nascè A, Malézieux-Picard A, Hakiza L, Fassier T, Zekry D, Stirnemann J, Garin N, Prendki V, Roux X.","Geriatrics (Basel). 2021 Nov 23;6(4):112. doi: 10.3390/geriatrics6040112.","Nascè A","Geriatrics (Basel)","2021","2021/11/29","PMC8628683","","10.3390/geriatrics6040112"
"35282466","Accurate Location of Catheter Tip With the Free-to-Total Metanephrine Ratio During Adrenal Vein Sampling","Christou F, Pivin E, Denys A, Abid KA, Zingg T, Matter M, Pechère-Bertschi A, Maillard M, Grouzmann E, Wuerzner G.","Front Endocrinol (Lausanne). 2022 Feb 24;13:842968. doi: 10.3389/fendo.2022.842968. eCollection 2022.","Christou F","Front Endocrinol (Lausanne)","2022","2022/03/14","PMC8907625","","10.3389/fendo.2022.842968"
"34036319","Efficacy and safety of isavuconazole compared with voriconazole as primary antifungal prophylaxis in allogeneic hematopoietic cell transplant recipients","Bogler Y, Stern A, Su Y, Lee YJ, Seo SK, Shaffer B, Perales MA, Papanicolaou GA, Neofytos D.","Med Mycol. 2021 Oct 4;59(10):970-979. doi: 10.1093/mmy/myab025.","Bogler Y","Med Mycol","2021","2021/05/26","PMC8487767","","10.1093/mmy/myab025"
"34649280","EEG Spatiotemporal Patterns Underlying Self-other Voice Discrimination","Iannotti GR, Orepic P, Brunet D, Koenig T, Alcoba-Banqueri S, Garin DFA, Schaller K, Blanke O, Michel CM.","Cereb Cortex. 2022 Apr 20;32(9):1978-1992. doi: 10.1093/cercor/bhab329.","Iannotti GR","Cereb Cortex","2022","2021/10/14","PMC9070353","","10.1093/cercor/bhab329"
"34550427","2-[18F]FDG-PET/CT for early response and brain metabolic pattern assessment after CAR-T cell therapy in a diffuse large B cell lymphoma patient with ICANS","Paccagnella A, Farolfi A, Casadei B, Garibotto V, Zinzani P, Fanti S.","Eur J Nucl Med Mol Imaging. 2022 Feb;49(3):1090-1091. doi: 10.1007/s00259-021-05562-2. Epub 2021 Sep 22.","Paccagnella A","Eur J Nucl Med Mol Imaging","2022","2021/09/22","","","10.1007/s00259-021-05562-2"
"33668986","Whole Blood Thromboelastometry by ROTEM and Thrombin Generation by Genesia According to the Genotype and Clinical Phenotype in Congenital Fibrinogen Disorders","Szanto T, Lassila R, Lemponen M, Lehtinen E, Neerman-Arbez M, Casini A.","Int J Mol Sci. 2021 Feb 25;22(5):2286. doi: 10.3390/ijms22052286.","Szanto T","Int J Mol Sci","2021","2021/03/06","PMC7956597","","10.3390/ijms22052286"
"35648717","Thyroidectomy without Radioiodine in Low-Risk Thyroid Cancer. Reply","Leboulleux S, Schlumberger MJ, Borget I.","N Engl J Med. 2022 Jun 2;386(22):2155. doi: 10.1056/NEJMc2204553.","Leboulleux S","N Engl J Med","2022","2022/06/01","","","10.1056/NEJMc2204553"
"33776717","Vertebral Metastasis Treated by Vertebroplasty, a Cause of Respiratory Failure: Case Report and Literature Review","Chevallier M, Chevallier-Lugon C, Friedlaender A, Addeo A.","Case Rep Oncol. 2021 Mar 2;14(1):279-283. doi: 10.1159/000513492. eCollection 2021 Jan-Apr.","Chevallier M","Case Rep Oncol","2021","2021/03/29","PMC7983615","","10.1159/000513492"
"34148178","Confidence and use of physical examination and point-of-care ultrasonography for detection of abdominal or pleural free fluid. A cross-sectional survey","Leidi A, Saudan A, Soret G, Rouyer F, Marti C, Stirnemann J, Reny JL, Grosgurin O.","Intern Emerg Med. 2022 Jan;17(1):113-122. doi: 10.1007/s11739-021-02781-1. Epub 2021 Jun 20.","Leidi A","Intern Emerg Med","2022","2021/06/20","PMC8214715","","10.1007/s11739-021-02781-1"
"34946503","Boron Hydrogen Compounds: Hydrogen Storage and Battery Applications","Hagemann H.","Molecules. 2021 Dec 7;26(24):7425. doi: 10.3390/molecules26247425.","Hagemann H","Molecules","2021","2021/12/24","PMC8704501","","10.3390/molecules26247425"
"34614311","[Superior canal dehiscence syndrome]","Samutelela Pires B, Senn P, Lenoir V, Guinand N.","Rev Med Suisse. 2021 Oct 6;17(753):1701-1705.","Samutelela Pires B","Rev Med Suisse","2021","2021/10/06","","",""
"34528420","[Hypertension and dementia : A complex link]","Alves C, Zekry D, Ponte B.","Rev Med Suisse. 2021 Sep 15;17(750):1567-1570.","Alves C","Rev Med Suisse","2021","2021/09/16","","",""
"35498021","Preventing Postpartum Venous Thromboembolism in 2022: A Narrative Review","Blondon M, Skeith L.","Front Cardiovasc Med. 2022 Apr 12;9:886416. doi: 10.3389/fcvm.2022.886416. eCollection 2022.","Blondon M","Front Cardiovasc Med","2022","2022/05/02","PMC9041269","","10.3389/fcvm.2022.886416"
"35235221","Letermovir for cytomegalovirus primary prophylaxis in a multiple abdominal/small bowel transplant recipient","Nguyen A, Finci L, Berney T, Tonoli D, Lescuyer P, Jayo M, Brossier Pressacco C, van Delden C, Neofytos D.","Clin Transplant. 2022 May;36(5):e14624. doi: 10.1111/ctr.14624. Epub 2022 Mar 4.","Nguyen A","Clin Transplant","2022","2022/03/02","","","10.1111/ctr.14624"
"33929935","Blood virosphere in febrile Tanzanian children","Cordey S, Laubscher F, Hartley MA, Junier T, Keitel K, Docquier M, Guex N, Iseli C, Vieille G, Le Mercier P, Gleizes A, Samaka J, Mlaganile T, Kagoro F, Masimba J, Said Z, Temba H, Elbanna GH, Tapparel C, Zanella MC, Xenarios I, Fellay J, D'Acremont V, Kaiser L.","Emerg Microbes Infect. 2021 Dec;10(1):982-993. doi: 10.1080/22221751.2021.1925161.","Cordey S","Emerg Microbes Infect","2021","2021/04/30","PMC8171259","","10.1080/22221751.2021.1925161"
"33470571","[Oral anticoagulation in chronic kidney disease]","Barrelet I, Mavrakanas T, Carballo S.","Rev Med Suisse. 2021 Jan 20;17(722):142-145.","Barrelet I","Rev Med Suisse","2021","2021/01/20","","",""
"36047548","[Endoscopic submucosal dissection: advances and perspectives]","Coron E, Gressot P, Bichard P, Puppa G, Frossard JL.","Rev Med Suisse. 2022 Aug 31;18(793):1584-1587. doi: 10.53738/REVMED.2022.18.793.1584.","Coron E","Rev Med Suisse","2022","2022/09/01","","","10.53738/REVMED.2022.18.793.1584"
"35084137","[When to look for cancer in case of unintentional weight loss ?]","Zaïm A, Koegler F, Berner A, Darbellay Farhoumand P, Serratrice J.","Rev Med Suisse. 2022 Jan 26;18(766):117-120. doi: 10.53738/REVMED.2022.18.766.117.","Zaïm A","Rev Med Suisse","2022","2022/01/27","","","10.53738/REVMED.2022.18.766.117"
"33852208","[Control of the community reservoir of multidrug-resistant Staphylococcus aureus - essential information for the practitioner]","Groenendijk L, Jimenez N, Fankhauser-Rodriguez C, Harbarth S.","Rev Med Suisse. 2021 Apr 14;17(734):732-736.","Groenendijk L","Rev Med Suisse","2021","2021/04/14","","",""
"33888314","Intravenous iron supplementation after liver surgery: Impact on anemia, iron, and hepcidin levels-a randomized controlled trial","Assouline B, Benoliel A, Zamberg I, Legouis D, Delhumeau C, Favre M, Andrès A, Toso C, Samii K, Schiffer E.","Surgery. 2021 Sep;170(3):813-821. doi: 10.1016/j.surg.2021.03.020. Epub 2021 Apr 20.","Assouline B","Surgery","2021","2021/04/23","","","10.1016/j.surg.2021.03.020"
"35610134","Shared decision-making and patient and public involvement: Can they become standard in Switzerland?","Selby K, Durand MA, von Plessen C, Auer R, Biller-Andorno N, Krones T, Agoritsas T, Cornuz J.","Z Evid Fortbild Qual Gesundhwes. 2022 Jun;171:135-138. doi: 10.1016/j.zefq.2022.04.019. Epub 2022 May 21.","Selby K","Z Evid Fortbild Qual Gesundhwes","2022","2022/05/24","","","10.1016/j.zefq.2022.04.019"
"34294111","Acute kidney injury with partial Fanconi syndrome in a patient with leptospirosis: a case report","Weiner M, Coen M, Serratrice J, Mavrakanas TA, Leidi A.","J Med Case Rep. 2021 Jul 23;15(1):358. doi: 10.1186/s13256-021-02978-0.","Weiner M","J Med Case Rep","2021","2021/07/23","PMC8299617","","10.1186/s13256-021-02978-0"
"34162363","Self-rated health among undocumented and newly regularized migrants in Geneva: a cross-sectional study","Fakhoury J, Burton-Jeangros C, Guessous I, Consoli L, Duvoisin A, Jackson Y.","BMC Public Health. 2021 Jun 23;21(1):1198. doi: 10.1186/s12889-021-11239-0.","Fakhoury J","BMC Public Health","2021","2021/06/24","PMC8220781","","10.1186/s12889-021-11239-0"
"35756575","Are nerve conduction studies altered in functional neurological disorders?","Sukockienė E, Assal F, Hübers A.","Clin Neurophysiol Pract. 2022 Jun 2;7:166-168. doi: 10.1016/j.cnp.2022.05.003. eCollection 2022.","Sukockienė E","Clin Neurophysiol Pract","2022","2022/06/27","PMC9214718","","10.1016/j.cnp.2022.05.003"
"35548660","Shared Psychotic Disorder in Old Age: Syndrome of Folie à Deux","Schopfer Q, Eshmawey M.","Case Rep Psychiatry. 2022 May 2;2022:8811140. doi: 10.1155/2022/8811140. eCollection 2022.","Schopfer Q","Case Rep Psychiatry","2022","2022/05/13","PMC9085334","","10.1155/2022/8811140"
"34629290","Successful Non-Extracorporeal Rewarming from Hypothermic Cardiac Arrest: 2 Cases","Cools E, Latscher H, Ströhle M, Paal P.","Wilderness Environ Med. 2021 Dec;32(4):503-507. doi: 10.1016/j.wem.2021.05.006. Epub 2021 Oct 8.","Cools E","Wilderness Environ Med","2021","2021/10/11","","","10.1016/j.wem.2021.05.006"
"34399837","Correction to: Acute kidney injury with partial Fanconi syndrome in a patient with leptospirosis: a case report","Weiner M, Coen M, Serratrice J, Mavrakanas TA, Leidi A.","J Med Case Rep. 2021 Aug 16;15(1):434. doi: 10.1186/s13256-021-03040-9.","Weiner M","J Med Case Rep","2021","2021/08/17","PMC8365964","","10.1186/s13256-021-03040-9"
"33847801","Postmortem coronary artery calcium score in cases of myocardial infarction","Michaud K, Magnin V, Faouzi M, Fracasso T, Aguiar D, Dedouit F, Grabherr S.","Int J Legal Med. 2021 Sep;135(5):1829-1836. doi: 10.1007/s00414-021-02586-z. Epub 2021 Apr 13.","Michaud K","Int J Legal Med","2021","2021/04/13","PMC8354952","","10.1007/s00414-021-02586-z"
"34548372","Cognitive-bias modification intervention to improve physical activity in patients following a rehabilitation programme: protocol for the randomised controlled IMPACT trial","Cheval B, Finckh A, Maltagliati S, Fessler L, Cullati S, Sander D, Friese M, Wiers RW, Boisgontier MP, Courvoisier DS, Luthy C.","BMJ Open. 2021 Sep 21;11(9):e053845. doi: 10.1136/bmjopen-2021-053845.","Cheval B","BMJ Open","2021","2021/09/22","PMC8458354","","10.1136/bmjopen-2021-053845"
"34184000","Equity in access to COVID-19 testing for undocumented migrants and homeless persons during the initial phase of the pandemic","Baggio S, Jacquerioz F, Salamun J, Spechbach H, Jackson Y.","J Migr Health. 2021;4:100051. doi: 10.1016/j.jmh.2021.100051. Epub 2021 Jun 20.","Baggio S","J Migr Health","2021","2021/06/29","PMC8214821","","10.1016/j.jmh.2021.100051"
"34021397","Correction to: Postmortem coronary artery calcium score in cases of myocardial infarction","Michaud K, Magnin V, Faouzi M, Fracasso T, Aguiar D, Dedouit F, Grabherr S.","Int J Legal Med. 2021 Sep;135(5):2141. doi: 10.1007/s00414-021-02608-w.","Michaud K","Int J Legal Med","2021","2021/05/22","PMC8587262","","10.1007/s00414-021-02608-w"
